Temperature, RH, Ws,Rain ,FFMC,DMC,DC,ISI,BUI,FWI,Classes  
0.388888889,0.420289855,0.565217391,0.068965517,0.686746988,0.149230769,0.200588235,0.121693122,0.172672673,0.090032154,0
0.444444444,0.47826087,0.217391304,0.057471264,0.616179002,0.107692308,0.135882353,0.058201058,0.123123123,0.022508039,0
0.277777778,0.637681159,0.565217391,0.068965517,0.5232358,0.070769231,0.046470588,0.074074074,0.066066066,0.022508039,0
0.111111111,0.869565217,0.652173913,0.666666667,0.184165232,0.032307692,0.002352941,0.015873016,0.024024024,0.003215434,0
0.388888889,0.47826087,0.217391304,0,0.759036145,0.078461538,0.052941176,0.126984127,0.072072072,0.054662379,0
0.388888889,0.652173913,0.217391304,0,0.822719449,0.113846154,0.103529412,0.206349206,0.114114114,0.131832797,1
0.444444444,0.376811594,0.347826087,0.08045977,0.681583477,0.095384615,0.008823529,0.08994709,0.081081081,0.028938907,0
0.111111111,0.855072464,0.434782609,0.206896552,0.163511188,0.030769231,0.002352941,0.010582011,0.024024024,0.003215434,0
0.055555556,0.826086957,0.347826087,0.16091954,0.122203098,0.015384615,0.001176471,0.005291005,0.015015015,0.003215434,0
0.444444444,0.724637681,0.260869565,0.08045977,0.330464716,0.024615385,0.005294118,0.026455026,0.021021021,0.006430868,0
0.333333333,0.753623188,0.304347826,0.459770115,0.30636833,0.027692308,0.002941176,0.026455026,0.022522523,0.006430868,0
0.277777778,0.855072464,0.347826087,0.229885057,0.185886403,0.02,0.001764706,0.010582011,0.018018018,0.003215434,0
0.333333333,0.623188406,0.347826087,0,0.714285714,0.066153846,0.047647059,0.111111111,0.063063063,0.032154341,0
0.444444444,0.565217391,0.347826087,0.022988506,0.674698795,0.078461538,0.060588235,0.08994709,0.076576577,0.028938907,0
0.611111111,0.47826087,0.217391304,0.011494253,0.788296041,0.115384615,0.111764706,0.158730159,0.118618619,0.099678457,1
0.611111111,0.333333333,0.47826087,0.022988506,0.820998279,0.138461538,0.127058824,0.28042328,0.13963964,0.192926045,1
0.222222222,0.434782609,0.47826087,0.149425287,0.576592083,0.104615385,0.000588235,0.074074074,0.088588589,0.025723473,0
0.166666667,0.550724638,0.52173913,0.011494253,0.691910499,0.116923077,0.043529412,0.121693122,0.103603604,0.061093248,0
0.333333333,0.289855072,0.391304348,0,0.886402754,0.190769231,0.089411765,0.439153439,0.175675676,0.321543408,1
0.388888889,0.304347826,0.652173913,0,0.907056799,0.266153846,0.136470588,0.703703704,0.249249249,0.536977492,1
0.166666667,0.536231884,0.47826087,0,0.877796902,0.313846154,0.179411765,0.455026455,0.297297297,0.414790997,1
0.333333333,0.449275362,0.391304348,0.229885057,0.592082616,0.161538462,0.002941176,0.068783069,0.142642643,0.028938907,0
0.166666667,0.84057971,0.434782609,0.08045977,0.266781411,0.084615385,0,0.021164021,0.070570571,0.009646302,0
0.222222222,1,0.391304348,0,0.497418244,0.096923077,0.040141677,0.058201058,0.085585586,0.019292605,0
0.277777778,0.985074627,0.391304348,0.045977011,0.163511188,0.050769231,0.000590319,0.005291005,0.040540541,0.003215434,0
0.388888889,0.71641791,0.47826087,0.540229885,0.418244406,0.046153846,0.000590319,0.052910053,0.036036036,0.012861736,0
0.5,0.611940299,0.173913043,1,0.475043029,0.056923077,0.002361275,0.042328042,0.045045045,0.012861736,0
0.444444444,0.686567164,0.347826087,0.692307692,0.459552496,0.053846154,0.001770956,0.047619048,0.042042042,0.012861736,0
0.388888889,0.76119403,0.347826087,0.030769231,0.383820998,0.044615385,0.000590319,0.037037037,0.034534535,0.009646302,0
0.444444444,0.507462687,0.347826087,0,0.831325301,0.113846154,0.061983471,0.259259259,0.102102102,0.15755627,1
0.5,0.373134328,0.347826087,0.169230769,0.69535284,0.110769231,0.002361275,0.095238095,0.094594595,0.038585209,0
0.5,0.567164179,0.434782609,0.123076923,0.624784854,0.093846154,0.002361275,0.079365079,0.07957958,0.025723473,0
0.611111111,0.701492537,0.434782609,0,0.815834768,0.14,0.053719008,0.253968254,0.127627628,0.170418006,1
0.555555556,0.731343284,0.434782609,0,0.82788296,0.183076923,0.104486423,0.28042328,0.16966967,0.215434084,1
0.666666667,0.611940299,0.434782609,0,0.858864028,0.24,0.157024793,0.365079365,0.225225225,0.305466238,1
0.666666667,0.507462687,0.391304348,0,0.881239243,0.307692308,0.208972845,0.417989418,0.291291291,0.38585209,1
0.722222222,0.23880597,0.304347826,0,0.939759036,0.404615385,0.262691854,0.613756614,0.385885886,0.591639871,1
0.722222222,0.223880597,0.304347826,0.092307692,0.831325301,0.261538462,0.170011806,0.248677249,0.246246246,0.231511254,1
0.555555556,0.313432836,0.391304348,0.261538462,0.719449225,0.170769231,0.003541913,0.111111111,0.151651652,0.07073955,0
0.222222222,0.552238806,0.52173913,0.338461538,0.444061962,0.035384615,0.003541913,0.058201058,0.028528529,0.01607717,0
0.5,0.402985075,0.434782609,0,0.855421687,0.107692308,0.058441558,0.354497354,0.096096096,0.205787781,1
0.555555556,0.52238806,0.47826087,0.015384615,0.805507745,0.135384615,0.114521842,0.243386243,0.133633634,0.167202572,1
0.555555556,0.552238806,0.52173913,0,0.862306368,0.195384615,0.170602125,0.417989418,0.190690691,0.318327974,1
0.555555556,0.358208955,0.52173913,0,0.905335628,0.273846154,0.227272727,0.592592593,0.25975976,0.482315113,1
0.611111111,0.313432836,0.391304348,0.046153846,0.805507745,0.224615385,0.219598583,0.222222222,0.22972973,0.202572347,1
0.777777778,0.328358209,0.304347826,0.076923077,0.810671256,0.186153846,0.162337662,0.211640212,0.184684685,0.167202572,1
0.611111111,0.388059701,0.52173913,0.923076923,0.7383821,0.136923077,0.010625738,0.158730159,0.12012012,0.096463023,1
0.666666667,0.328358209,0.391304348,0.292307692,0.764199656,0.130769231,0.011806375,0.164021164,0.114114114,0.099678457,1
0.555555556,0.447761194,0.434782609,0.584615385,0.681583477,0.109230769,0.0094451,0.100529101,0.094594595,0.041800643,0
0.555555556,0.52238806,0.391304348,0.446153846,0.635111876,0.095384615,0.0094451,0.079365079,0.081081081,0.025723473,0
0.666666667,0.343283582,0.304347826,0,0.898450947,0.18,0.067886659,0.433862434,0.166666667,0.308681672,1
0.833333333,0.358208955,0.304347826,0.092307692,0.814113597,0.16,0.014757969,0.216931217,0.142642643,0.151125402,1
0.722222222,0.23880597,0.52173913,0.030769231,0.877796902,0.184615385,0.039551358,0.470899471,0.166666667,0.334405145,1
0.555555556,0.358208955,0.47826087,0,0.905335628,0.263076923,0.095631641,0.571428571,0.244744745,0.453376206,1
0.388888889,0.925373134,0.47826087,0,0.802065404,0.284615385,0.148760331,0.243386243,0.267267267,0.234726688,1
0.444444444,0.895522388,0.47826087,0,0.803786575,0.310769231,0.203069658,0.243386243,0.292792793,0.247588424,1
0.5,0.701492537,0.391304348,0,0.829604131,0.353846154,0.257969303,0.26984127,0.337837838,0.292604502,1
0.555555556,0.552238806,0.434782609,0,0.864027539,0.413846154,0.314049587,0.380952381,0.394894895,0.418006431,1
0.666666667,0.432835821,0.434782609,0,0.895008606,0.489230769,0.372491145,0.497354497,0.468468468,0.556270096,1
0.666666667,0.119402985,0.52173913,0,0.963855422,0.595384615,0.429161747,0.973544974,0.572072072,0.964630225,1
0.444444444,0.402985075,0.52173913,0,0.922547332,0.666153846,0.485242031,0.693121693,0.63963964,0.816720257,1
0.388888889,0.746268657,0.47826087,0,0.850258176,0.703076923,0.537780401,0.35978836,0.677177177,0.524115756,1
0.5,0.626865672,0.47826087,0.169230769,0.600688468,0.307692308,0.287485242,0.079365079,0.304804805,0.080385852,0
0.833333333,0.641791045,0.130434783,0.184615385,0.617900172,0.166153846,0.047225502,0.052910053,0.15015015,0.022508039,0
0.611111111,0.552238806,0.173913043,0.030769231,0.69535284,0.152307692,0.069657615,0.079365079,0.13963964,0.032154341,0
0.277777778,0.985074627,0.52173913,0,0.724612737,0.167692308,0.12042503,0.142857143,0.156156156,0.102893891,0
0.5,0.537313433,0.434782609,0,0.853700516,0.227692308,0.175324675,0.349206349,0.214714715,0.289389068,1
0.555555556,0.567164179,0.434782609,0,0.864027539,0.286153846,0.231995277,0.386243386,0.271771772,0.350482315,1
0.666666667,0.52238806,0.434782609,0,0.877796902,0.352307692,0.290436836,0.428571429,0.336336336,0.424437299,1
0.722222222,0.507462687,0.391304348,0,0.884681583,0.421538462,0.350059032,0.433862434,0.403903904,0.466237942,1
0.777777778,0.462686567,0.347826087,0,0.69535284,0.053846154,0.015348288,0.100529101,0.045045045,0.025723473,0
0.888888889,0.194029851,0.347826087,0,0.953528399,0.152307692,0.079693034,0.724867725,0.138138138,0.434083601,1
0.833333333,0.179104478,0.47826087,0,0.960413081,0.249230769,0.142857143,0.904761905,0.232732733,0.627009646,1
0.777777778,0.208955224,0.391304348,0,0.962134251,0.34,0.205430933,0.825396825,0.322822823,0.672025723,1
0.555555556,0.313432836,0.47826087,0.015384615,0.86746988,0.349230769,0.263282172,1,0.331831832,0.405144695,1
0.333333333,0.492537313,0.347826087,0.476923077,0.561101549,0.155384615,0.007083825,0.072727273,0.136636637,0.025723473,0
0.555555556,0.626865672,0.304347826,0.446153846,0.547332186,0.096923077,0.011216057,0.066666667,0.082582583,0.019292605,0
0.722222222,0.52238806,0.217391304,0,0.851979346,0.158461538,0.072609209,0.309090909,0.144144144,0.189710611,1
0.833333333,0.328358209,0.260869565,0,0.925989673,0.24,0.135773318,0.575757576,0.225225225,0.408360129,1
0.833333333,0.268656716,0.391304348,0.030769231,0.884681583,0.229230769,0.162337662,0.490909091,0.216216216,0.344051447,1
0.888888889,0.149253731,0.391304348,0,0.969018933,0.332307692,0.226682409,1,0.315315315,0.694533762,1
0.833333333,0,0.47826087,0.061538462,0.948364888,0.269230769,0.198347107,0.968553459,0.255255255,0.604501608,1
0.611111111,0.15625,0.434782609,0.030769231,0.86746988,0.246153846,0.219598583,0.465408805,0.241741742,0.337620579,1
0.722222222,0.25,0.304347826,0,0.929432014,0.329230769,0.280991736,0.672955975,0.313813814,0.504823151,1
0.611111111,0.34375,0.304347826,0.046153846,0.791738382,0.246153846,0.273317591,0.213836478,0.264264264,0.176848875,1
0.888888889,0.265625,0.173913043,0.015384615,0.931153184,0.333846154,0.337662338,0.591194969,0.342342342,0.475884244,1
1,0,0.130434783,0,1,0.452307692,0.404368359,0.981132075,0.435435435,0.77170418,1
1,0.177419355,0.347826087,0,1,0.538461538,0.465761511,1,0.518018018,0.845659164,1
0.846153846,0.64516129,0.391304348,0.015384615,0.8,0.489230769,0.524793388,0.225352113,0.512012012,0.247588424,1
0.923076923,0.887096774,0.391304348,0,0.817857143,0.515384615,0.585005903,0.26056338,0.551051051,0.289389068,1
0.923076923,0.725806452,0.391304348,0,0.858928571,0.553846154,0.644628099,0.352112676,0.599099099,0.392282958,1
1,0.435483871,0.347826087,0,0.921428571,0.618461538,0.706021251,0.556338028,0.662162162,0.581993569,1
1,0.274193548,0.434782609,0,0.951785714,0.695384615,0.766233766,0.802816901,0.732732733,0.78778135,1
0.916666667,0.193548387,0.391304348,0,0.967857143,0.775384615,0.825265643,0.852112676,0.803303303,0.864951768,1
0.833333333,0.225806452,0.52173913,0,0.967857143,0.852307692,0.883116883,1,0.872372372,1,1
0.75,0.177419355,0.434782609,0,0.969642857,0.929230769,0.940377804,0.921985816,0.93993994,1,1
1,0.451612903,0.347826087,0,0.948214286,1,1,0.70212766,1,1,1
0.916666667,0.483870968,0.347826087,0.061538462,0.7375,1,0.986275733,0.141843972,0.770448549,0.282407407,0
0.916666667,0.435483871,0.47826087,0.076923077,0.755357143,0.694736842,0.88147224,0.184397163,0.770448549,0.273148148,1
0.833333333,0.370967742,0.391304348,0,0.916071429,0.838596491,0.943231441,0.567375887,0.905013193,0.740740741,1
0.5,0.532258065,0.565217391,0,0.914285714,0.943859649,1,0.687943262,1,0.898148148,1
0.416666667,0.967741935,0.434782609,0,0,0,0.002785515,0,0,0,0
0.333333333,0.661290323,0.565217391,0,0.649621212,0,0.077994429,0.134751773,0.018404908,0.037037037,0
0.333333333,0.790322581,0.434782609,0,0.778409091,0.042145594,0.152274838,0.226950355,0.079754601,0.115740741,1
0.5,0.64516129,0.391304348,0.030769231,0.613636364,0.030651341,0.173630455,0.09929078,0.079754601,0.032407407,0
0.5,0.516129032,0.260869565,0.630769231,0.473484848,0.026819923,0.004642526,0.063829787,0.015337423,0.018518519,0
0.833333333,0.725806452,0.347826087,1,0.443181818,0,0.011142061,0.063829787,0.003067485,0.018518519,0
0.583333333,0.580645161,0.391304348,0,0.799242424,0.088803089,0.0909935,0.262411348,0.09202454,0.148148148,1
0.5,1,0.347826087,0,0.784090909,0.11969112,0.168987929,0.205673759,0.144171779,0.125,1
0.5,0.885245902,0.391304348,0,0.795454545,0.16988417,0.246982358,0.241134752,0.202453988,0.171296296,1
0.416666667,0.786885246,0.391304348,0.25,0.348484848,0.046332046,0.002785515,0.04964539,0.036809816,0.013888889,0
0.5,0.770491803,0.347826087,0,0.721590909,0.115830116,0.080779944,0.141843972,0.098159509,0.055555556,0
0.583333333,0.754098361,0.347826087,0,0.816287879,0.185328185,0.160631383,0.262411348,0.174846626,0.180555556,1
0.416666667,0.37704918,0.565217391,0,0.899621212,0.308880309,0.236768802,0.638297872,0.27607362,0.476851852,1
0.333333333,0.901639344,0.391304348,0,0.823863636,0.351351351,0.311977716,0.29787234,0.334355828,0.263888889,1
0.666666667,0.409836066,0.304347826,0,0.901515152,0.482625483,0.39275766,0.482269504,0.441717791,0.453703704,1
0.75,0,0.304347826,0,1,0.683397683,0.47632312,1,0.582822086,0.893518519,1
0.833333333,0.203703704,0.260869565,0,1,0.837837838,0.514391829,0.810218978,0.699386503,0.810185185,1
1,0,0.304347826,0.022727273,0.968688845,0.861003861,0.64902507,0.649635036,0.760736196,0.712962963,1
0.454545455,0.132075472,0.086956522,0.022727273,0.837573386,0.826254826,0.725162488,0.189781022,0.782208589,0.259259259,1
0.909090909,0.452830189,0.304347826,0.045454545,0.75146771,0.586872587,0.743732591,0.145985401,0.644171779,0.175925926,0
1,0,0.47826087,0,1,0.776061776,0.830083565,1,0.797546012,1,1
0.818181818,0.394736842,0.304347826,0,0.997912317,0.872586873,0.913649025,0.945945946,0.889570552,0.901315789,1
1,0.184210526,0.347826087,0,1,1,1,1,1,1,1
0.333333333,0,0,0.454545455,0.455981941,0.672,0.551912568,0.113636364,0.62962963,0.061538462,0
0.666666667,0.484848485,0.066666667,0,0.875846501,0.824,0.770491803,0.522727273,0.792592593,0.461538462,0
1,0.333333333,0,0,1,1,1,1,1,1,1
1,1,0,1,0,1,0.011627907,0,1,0,0
1,1,1,1,0,0,0,0,0,0,0
